audit_id,transaction_id,timestamp,severity,decision_source,amount,rule_risk_score,ml_fraud_score,model_confidence,final_risk_score,rule_action,final_action,final_reason,risk_type,is_fraud
AUD_TXN_004799,TXN_004799,2026-07-01T19:04:06,LOW,NO_RISK_ENGINE_TRIGGERED,2301.64,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004800,TXN_004800,2026-07-01T19:04:28,LOW,NO_RISK_ENGINE_TRIGGERED,452.85,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004801,TXN_004801,2026-07-01T19:04:33,LOW,NO_RISK_ENGINE_TRIGGERED,2150.53,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004802,TXN_004802,2026-07-01T19:04:59,LOW,NO_RISK_ENGINE_TRIGGERED,645.47,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004803,TXN_004803,2026-07-01T19:05:04,LOW,NO_RISK_ENGINE_TRIGGERED,1984.35,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004804,TXN_004804,2026-07-01T19:05:22,HIGH,ML_AND_RULE_ENGINE,17709.71,45,100,100,75,BLOCK,BLOCK,RULE_BLOCK|LARGE_AMOUNT_ANOMALY|NEW_BENEFICIARY_RISK|HIGH_MERCHANT_RISK|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD,RISKY_BENEFICIARY,1
AUD_TXN_004805,TXN_004805,2026-07-01T19:05:56,LOW,NO_RISK_ENGINE_TRIGGERED,2081.97,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004806,TXN_004806,2026-07-01T19:06:04,LOW,NO_RISK_ENGINE_TRIGGERED,3214.5,0,1,99,1,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004807,TXN_004807,2026-07-01T19:06:05,LOW,NO_RISK_ENGINE_TRIGGERED,801.88,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004808,TXN_004808,2026-07-01T19:06:06,LOW,NO_RISK_ENGINE_TRIGGERED,11166.13,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004809,TXN_004809,2026-07-01T19:06:09,CRITICAL,ML_AND_RULE_ENGINE,37073.01,100,100,100,100,LOCK,LOCK,RULE_LOCK|DAILY_LIMIT_BREACH|LARGE_AMOUNT_ANOMALY|VELOCITY_SPIKE|NEW_BENEFICIARY_RISK|HIGH_MERCHANT_RISK|FAILED_LOGIN_RISK|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD,MIXED_RISK,1
AUD_TXN_004810,TXN_004810,2026-07-01T19:06:11,LOW,NO_RISK_ENGINE_TRIGGERED,2775.37,0,21,79,12,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004811,TXN_004811,2026-07-01T19:06:19,LOW,NO_RISK_ENGINE_TRIGGERED,16963.55,0,7,93,4,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004812,TXN_004812,2026-07-01T19:06:33,LOW,NO_RISK_ENGINE_TRIGGERED,2692.33,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004813,TXN_004813,2026-07-01T19:06:57,LOW,NO_RISK_ENGINE_TRIGGERED,1182.02,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004814,TXN_004814,2026-07-01T19:07:08,HIGH,ML_AND_RULE_ENGINE,117001.65,50,100,100,88,BLOCK,BLOCK,RULE_BLOCK|DAILY_LIMIT_BREACH|LARGE_AMOUNT_ANOMALY|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD,HIGH_AMOUNT_RISK,1
AUD_TXN_004815,TXN_004815,2026-07-01T19:07:29,LOW,NO_RISK_ENGINE_TRIGGERED,8622.0,0,7,93,4,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004816,TXN_004816,2026-07-01T19:07:50,LOW,NO_RISK_ENGINE_TRIGGERED,2269.17,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004817,TXN_004817,2026-07-01T19:07:56,LOW,NO_RISK_ENGINE_TRIGGERED,2170.55,0,21,79,12,ALLOW,ALLOW,NO_RISK_SIGNAL,BENIGN_HIGH_VALUE,0
AUD_TXN_004818,TXN_004818,2026-07-01T19:08:36,MEDIUM,RULE_ENGINE,10646.46,20,13,87,16,WARN,WARN,RULE_WARN|VELOCITY_SPIKE,BENIGN_VELOCITY,0
AUD_TXN_004819,TXN_004819,2026-07-01T19:09:05,LOW,NO_RISK_ENGINE_TRIGGERED,797.79,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004820,TXN_004820,2026-07-01T19:09:36,LOW,NO_RISK_ENGINE_TRIGGERED,410.38,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004821,TXN_004821,2026-07-01T19:10:12,HIGH,ML_AND_RULE_ENGINE,21124.28,55,100,100,80,BLOCK,BLOCK,RULE_BLOCK|LARGE_AMOUNT_ANOMALY|NEW_BENEFICIARY_RISK|HIGH_MERCHANT_RISK|FAILED_LOGIN_RISK|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD,RISKY_BENEFICIARY,1
AUD_TXN_004822,TXN_004822,2026-07-01T19:10:39,LOW,NO_RISK_ENGINE_TRIGGERED,2483.13,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004823,TXN_004823,2026-07-01T19:10:46,HIGH,ML_AND_RULE_ENGINE,29389.43,55,98,98,79,BLOCK,BLOCK,RULE_BLOCK|LARGE_AMOUNT_ANOMALY|NEW_BENEFICIARY_RISK|HIGH_MERCHANT_RISK|FAILED_LOGIN_RISK|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD,RISKY_BENEFICIARY,1
AUD_TXN_004824,TXN_004824,2026-07-01T19:10:55,MEDIUM,RULE_ENGINE,1511.01,20,1,99,10,WARN,WARN,RULE_WARN|VELOCITY_SPIKE,BENIGN_VELOCITY,0
AUD_TXN_004825,TXN_004825,2026-07-01T19:10:57,LOW,NO_RISK_ENGINE_TRIGGERED,2072.2,0,23,77,13,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004826,TXN_004826,2026-07-01T19:11:06,HIGH,ML_AND_RULE_ENGINE,161415.11,50,100,100,88,BLOCK,BLOCK,RULE_BLOCK|DAILY_LIMIT_BREACH|LARGE_AMOUNT_ANOMALY|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD,HIGH_AMOUNT_RISK,1
AUD_TXN_004827,TXN_004827,2026-07-01T19:11:07,LOW,NO_RISK_ENGINE_TRIGGERED,11227.02,0,4,96,2,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004828,TXN_004828,2026-07-01T19:11:25,HIGH,ML_AND_RULE_ENGINE,11139.04,25,100,100,66,BLOCK,BLOCK,RULE_BLOCK|NEW_BENEFICIARY_RISK|HIGH_MERCHANT_RISK|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD,RISKY_BENEFICIARY,1
AUD_TXN_004829,TXN_004829,2026-07-01T19:11:44,HIGH,ML_AND_RULE_ENGINE,3926.91,20,95,95,61,WARN,BLOCK,RULE_WARN|VELOCITY_SPIKE|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD,VELOCITY_SPIKE,1
AUD_TXN_004830,TXN_004830,2026-07-01T19:11:47,LOW,NO_RISK_ENGINE_TRIGGERED,1723.82,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004831,TXN_004831,2026-07-01T19:11:50,LOW,NO_RISK_ENGINE_TRIGGERED,1526.15,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004832,TXN_004832,2026-07-01T19:11:55,LOW,NO_RISK_ENGINE_TRIGGERED,1169.54,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004833,TXN_004833,2026-07-01T19:12:01,LOW,NO_RISK_ENGINE_TRIGGERED,2441.13,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004834,TXN_004834,2026-07-01T19:12:03,HIGH,ML_AND_RULE_ENGINE,8381.75,25,95,95,64,BLOCK,BLOCK,RULE_BLOCK|NEW_BENEFICIARY_RISK|HIGH_MERCHANT_RISK|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD,RISKY_BENEFICIARY,1
AUD_TXN_004835,TXN_004835,2026-07-01T19:12:07,LOW,NO_RISK_ENGINE_TRIGGERED,2602.38,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004836,TXN_004836,2026-07-01T19:12:19,LOW,NO_RISK_ENGINE_TRIGGERED,2725.43,0,1,99,1,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004837,TXN_004837,2026-07-01T19:13:11,LOW,NO_RISK_ENGINE_TRIGGERED,1279.55,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004838,TXN_004838,2026-07-01T19:13:20,LOW,NO_RISK_ENGINE_TRIGGERED,5434.35,0,5,95,3,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004839,TXN_004839,2026-07-01T19:14:17,LOW,NO_RISK_ENGINE_TRIGGERED,2093.63,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004840,TXN_004840,2026-07-01T19:14:30,LOW,NO_RISK_ENGINE_TRIGGERED,4405.49,0,1,99,1,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004841,TXN_004841,2026-07-01T19:14:34,LOW,NO_RISK_ENGINE_TRIGGERED,844.69,0,2,98,1,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004842,TXN_004842,2026-07-01T19:14:35,HIGH,ML_AND_RULE_ENGINE,29644.16,55,99,99,79,BLOCK,BLOCK,RULE_BLOCK|LARGE_AMOUNT_ANOMALY|NEW_BENEFICIARY_RISK|HIGH_MERCHANT_RISK|FAILED_LOGIN_RISK|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD,RISKY_BENEFICIARY,1
AUD_TXN_004843,TXN_004843,2026-07-01T19:14:37,LOW,NO_RISK_ENGINE_TRIGGERED,2485.81,0,1,99,1,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004844,TXN_004844,2026-07-01T19:15:29,LOW,NO_RISK_ENGINE_TRIGGERED,399.21,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004845,TXN_004845,2026-07-01T19:15:47,HIGH,ML_AND_RULE_ENGINE,22877.11,30,90,90,63,BLOCK,BLOCK,RULE_BLOCK|VELOCITY_SPIKE|HIGH_MERCHANT_RISK|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD,VELOCITY_SPIKE,1
AUD_TXN_004846,TXN_004846,2026-07-01T19:15:47,LOW,NO_RISK_ENGINE_TRIGGERED,1063.58,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004847,TXN_004847,2026-07-01T19:15:50,LOW,NO_RISK_ENGINE_TRIGGERED,2884.59,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004848,TXN_004848,2026-07-01T19:16:03,LOW,NO_RISK_ENGINE_TRIGGERED,1774.28,0,2,98,1,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004849,TXN_004849,2026-07-01T19:16:37,LOW,NO_RISK_ENGINE_TRIGGERED,12298.92,0,1,99,1,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004850,TXN_004850,2026-07-01T19:16:38,LOW,NO_RISK_ENGINE_TRIGGERED,2097.24,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004851,TXN_004851,2026-07-01T19:17:08,LOW,NO_RISK_ENGINE_TRIGGERED,1414.06,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004852,TXN_004852,2026-07-01T19:17:31,LOW,NO_RISK_ENGINE_TRIGGERED,1486.27,0,1,99,1,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004853,TXN_004853,2026-07-01T19:17:34,HIGH,ML_AND_RULE_ENGINE,100214.79,50,99,99,87,BLOCK,BLOCK,RULE_BLOCK|DAILY_LIMIT_BREACH|LARGE_AMOUNT_ANOMALY|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD,HIGH_AMOUNT_RISK,1
AUD_TXN_004854,TXN_004854,2026-07-01T19:17:42,LOW,NO_RISK_ENGINE_TRIGGERED,2182.11,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004855,TXN_004855,2026-07-01T19:17:56,LOW,NO_RISK_ENGINE_TRIGGERED,1843.29,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004856,TXN_004856,2026-07-01T19:17:59,LOW,NO_RISK_ENGINE_TRIGGERED,3010.03,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004857,TXN_004857,2026-07-01T19:18:04,LOW,NO_RISK_ENGINE_TRIGGERED,9275.61,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004858,TXN_004858,2026-07-01T19:18:04,LOW,NO_RISK_ENGINE_TRIGGERED,1062.29,0,3,97,2,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004859,TXN_004859,2026-07-01T19:18:11,LOW,NO_RISK_ENGINE_TRIGGERED,3884.86,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004860,TXN_004860,2026-07-01T19:18:23,MEDIUM,ML_ENGINE,5778.18,0,88,88,48,ALLOW,WARN,HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD,SUBTLE_FRAUD,1
AUD_TXN_004861,TXN_004861,2026-07-01T19:18:25,LOW,NO_RISK_ENGINE_TRIGGERED,1598.75,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004862,TXN_004862,2026-07-01T19:18:34,HIGH,ML_AND_RULE_ENGINE,138588.73,50,98,98,86,BLOCK,BLOCK,RULE_BLOCK|DAILY_LIMIT_BREACH|LARGE_AMOUNT_ANOMALY|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD,HIGH_AMOUNT_RISK,1
AUD_TXN_004863,TXN_004863,2026-07-01T19:18:43,LOW,NO_RISK_ENGINE_TRIGGERED,3664.78,0,2,98,1,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004864,TXN_004864,2026-07-01T19:18:55,LOW,NO_RISK_ENGINE_TRIGGERED,4291.39,0,1,99,1,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004865,TXN_004865,2026-07-01T19:19:01,MEDIUM,ML_AND_RULE_ENGINE,13444.13,20,89,89,58,WARN,WARN,RULE_WARN|VELOCITY_SPIKE|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD,VELOCITY_SPIKE,1
AUD_TXN_004866,TXN_004866,2026-07-01T19:19:05,LOW,NO_RISK_ENGINE_TRIGGERED,4022.23,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004867,TXN_004867,2026-07-01T19:19:23,LOW,NO_RISK_ENGINE_TRIGGERED,1932.3,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004868,TXN_004868,2026-07-01T19:19:40,LOW,NO_RISK_ENGINE_TRIGGERED,3031.55,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004869,TXN_004869,2026-07-01T19:19:51,LOW,NO_RISK_ENGINE_TRIGGERED,1104.12,0,1,99,1,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004870,TXN_004870,2026-07-01T19:20:09,LOW,NO_RISK_ENGINE_TRIGGERED,10086.44,0,1,99,1,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004871,TXN_004871,2026-07-01T19:20:54,LOW,NO_RISK_ENGINE_TRIGGERED,1471.72,0,1,99,1,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004872,TXN_004872,2026-07-01T19:21:02,LOW,NO_RISK_ENGINE_TRIGGERED,4062.65,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004873,TXN_004873,2026-07-01T19:21:20,LOW,NO_RISK_ENGINE_TRIGGERED,3540.99,0,7,93,4,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004874,TXN_004874,2026-07-01T19:21:44,LOW,NO_RISK_ENGINE_TRIGGERED,1088.45,0,1,99,1,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004875,TXN_004875,2026-07-01T19:22:06,LOW,NO_RISK_ENGINE_TRIGGERED,11690.75,0,5,95,3,ALLOW,ALLOW,NO_RISK_SIGNAL,BENIGN_HIGH_VALUE,0
AUD_TXN_004876,TXN_004876,2026-07-01T19:22:46,LOW,NO_RISK_ENGINE_TRIGGERED,1031.25,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004877,TXN_004877,2026-07-01T19:22:52,HIGH,ML_ENGINE,4730.71,0,95,95,52,ALLOW,BLOCK,HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD,SUBTLE_FRAUD,1
AUD_TXN_004878,TXN_004878,2026-07-01T19:23:22,LOW,NO_RISK_ENGINE_TRIGGERED,3824.98,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004879,TXN_004879,2026-07-01T19:23:32,MEDIUM,RULE_ENGINE,3013.4,20,13,87,16,WARN,WARN,RULE_WARN|VELOCITY_SPIKE,BENIGN_VELOCITY,0
AUD_TXN_004880,TXN_004880,2026-07-01T19:23:47,LOW,NO_RISK_ENGINE_TRIGGERED,3048.98,0,7,93,4,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004881,TXN_004881,2026-07-01T19:24:10,HIGH,RULE_ENGINE,23633.49,30,14,86,31,BLOCK,BLOCK,RULE_BLOCK|DAILY_LIMIT_BREACH,BENIGN_HIGH_VALUE,0
AUD_TXN_004882,TXN_004882,2026-07-01T19:25:06,LOW,NO_RISK_ENGINE_TRIGGERED,1366.96,0,1,99,1,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004883,TXN_004883,2026-07-01T19:25:25,LOW,NO_RISK_ENGINE_TRIGGERED,694.62,0,1,99,1,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004884,TXN_004884,2026-07-01T19:25:34,LOW,NO_RISK_ENGINE_TRIGGERED,4163.62,0,3,97,2,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004885,TXN_004885,2026-07-01T19:26:01,HIGH,ML_AND_RULE_ENGINE,5337.99,20,97,97,62,WARN,BLOCK,RULE_WARN|VELOCITY_SPIKE|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD,VELOCITY_SPIKE,1
AUD_TXN_004886,TXN_004886,2026-07-01T19:26:19,LOW,NO_RISK_ENGINE_TRIGGERED,1250.13,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004887,TXN_004887,2026-07-01T19:26:37,LOW,NO_RISK_ENGINE_TRIGGERED,18425.17,0,10,90,6,ALLOW,ALLOW,NO_RISK_SIGNAL,BENIGN_HIGH_VALUE,0
AUD_TXN_004888,TXN_004888,2026-07-01T19:26:46,LOW,NO_RISK_ENGINE_TRIGGERED,5815.16,0,12,88,7,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004889,TXN_004889,2026-07-01T19:26:58,LOW,NO_RISK_ENGINE_TRIGGERED,652.81,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004890,TXN_004890,2026-07-01T19:27:45,MEDIUM,RULE_ENGINE,525.52,20,19,81,19,WARN,WARN,RULE_WARN|VELOCITY_SPIKE,BENIGN_VELOCITY,0
AUD_TXN_004891,TXN_004891,2026-07-01T19:27:57,LOW,NO_RISK_ENGINE_TRIGGERED,3108.17,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004892,TXN_004892,2026-07-01T19:28:15,MEDIUM,RULE_ENGINE,1522.7,20,3,97,11,WARN,WARN,RULE_WARN|VELOCITY_SPIKE,BENIGN_VELOCITY,0
AUD_TXN_004893,TXN_004893,2026-07-01T19:28:37,LOW,NO_RISK_ENGINE_TRIGGERED,654.25,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004894,TXN_004894,2026-07-01T19:28:56,LOW,NO_RISK_ENGINE_TRIGGERED,2863.45,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004895,TXN_004895,2026-07-01T19:29:23,CRITICAL,ML_AND_RULE_ENGINE,20739.18,95,100,100,100,LOCK,LOCK,RULE_LOCK|DAILY_LIMIT_BREACH|LARGE_AMOUNT_ANOMALY|VELOCITY_SPIKE|NEW_BENEFICIARY_RISK|HIGH_MERCHANT_RISK|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD,MIXED_RISK,1
AUD_TXN_004896,TXN_004896,2026-07-01T19:29:50,LOW,NO_RISK_ENGINE_TRIGGERED,1481.13,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004897,TXN_004897,2026-07-01T19:30:00,LOW,NO_RISK_ENGINE_TRIGGERED,585.77,0,3,97,2,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004898,TXN_004898,2026-07-01T19:30:16,LOW,NO_RISK_ENGINE_TRIGGERED,4272.93,0,1,99,1,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004899,TXN_004899,2026-07-01T19:31:31,LOW,NO_RISK_ENGINE_TRIGGERED,5931.73,0,10,90,6,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004900,TXN_004900,2026-07-01T19:31:44,LOW,NO_RISK_ENGINE_TRIGGERED,1076.4,0,2,98,1,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004901,TXN_004901,2026-07-01T19:31:48,LOW,NO_RISK_ENGINE_TRIGGERED,1094.78,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004902,TXN_004902,2026-07-01T19:32:16,LOW,NO_RISK_ENGINE_TRIGGERED,8985.11,0,14,86,8,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004903,TXN_004903,2026-07-01T19:33:00,LOW,NO_RISK_ENGINE_TRIGGERED,3653.31,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004904,TXN_004904,2026-07-01T19:33:17,LOW,NO_RISK_ENGINE_TRIGGERED,2622.45,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004905,TXN_004905,2026-07-01T19:33:39,LOW,NO_RISK_ENGINE_TRIGGERED,1100.86,0,1,99,1,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004906,TXN_004906,2026-07-01T19:34:07,LOW,NO_RISK_ENGINE_TRIGGERED,2441.15,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004907,TXN_004907,2026-07-01T19:34:27,LOW,NO_RISK_ENGINE_TRIGGERED,5429.04,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004908,TXN_004908,2026-07-01T19:34:30,LOW,NO_RISK_ENGINE_TRIGGERED,15244.25,0,3,97,2,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004909,TXN_004909,2026-07-01T19:34:43,LOW,NO_RISK_ENGINE_TRIGGERED,6541.62,0,16,84,9,ALLOW,ALLOW,NO_RISK_SIGNAL,BENIGN_HIGH_VALUE,0
AUD_TXN_004910,TXN_004910,2026-07-01T19:35:00,LOW,NO_RISK_ENGINE_TRIGGERED,682.31,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004911,TXN_004911,2026-07-01T19:35:08,LOW,NO_RISK_ENGINE_TRIGGERED,10676.88,0,2,98,1,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004912,TXN_004912,2026-07-01T19:35:20,LOW,NO_RISK_ENGINE_TRIGGERED,787.55,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004913,TXN_004913,2026-07-01T19:35:52,LOW,NO_RISK_ENGINE_TRIGGERED,12928.05,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004914,TXN_004914,2026-07-01T19:36:03,LOW,NO_RISK_ENGINE_TRIGGERED,580.81,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004915,TXN_004915,2026-07-01T19:36:12,LOW,NO_RISK_ENGINE_TRIGGERED,2819.76,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004916,TXN_004916,2026-07-01T19:36:45,LOW,NO_RISK_ENGINE_TRIGGERED,1889.31,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004917,TXN_004917,2026-07-01T19:36:46,LOW,NO_RISK_ENGINE_TRIGGERED,4499.01,0,0,100,0,ALLOW,ALLOW,NO_RISK_SIGNAL,NORMAL,0
AUD_TXN_004918,TXN_004918,2026-07-01T19:36:47,HIGH,ML_AND_RULE_ENGINE,11601.19,45,99,99,75,BLOCK,BLOCK,RULE_BLOCK|LARGE_AMOUNT_ANOMALY|NEW_BENEFICIARY_RISK|HIGH_MERCHANT_RISK|HIGH_CONFIDENCE_ML_FRAUD|ML_PREDICTED_FRAUD,RISKY_BENEFICIARY,1
